time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2021/03/21/16:02:38.974242,922,1616310158,963589331,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106093883514404, 0.04373975843191147, -0.03915912285447121, -0.17221064865589142, 0.12449745833873749)","(-0.11504856497049332, -0.575242817401886, 0.23009712994098663, 0.11504856497049332, -0.49854376912117004, 0.575242817401886)","(-0.0006103515625, -0.00048828125, 0.0003662109375, -0.0006103515625, -0.000244140625, 0.0)"
2021/03/21/16:02:38.994630,923,1616310158,983686838,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106061935424805, 0.04369714856147766, -0.03918042778968811, -0.17222130298614502, 0.12445484846830368)","(-0.1533980816602707, 0.11504856497049332, -0.6902913451194763, -0.4218447208404541, -0.8053399324417114, -0.1533980816602707)","(0.000244140625, -0.000732421875, -0.00067138671875, 0.0020751953125, 0.000244140625, 0.0008544921875)"
2021/03/21/16:02:39.014483,924,1616310159,3689173,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106072902679443, 0.043718453496694565, -0.03919107839465141, -0.17219999432563782, 0.12448680400848389)","(-0.1533980816602707, -0.07669904083013535, -0.07669904083013535, -0.5368933081626892, -0.11504856497049332, 0.46019425988197327)","(0.00079345703125, -0.000732421875, -0.00018310546875, 0.0003662109375, 0.0010986328125, -0.0006103515625)"
2021/03/21/16:02:39.034184,925,1616310159,23692586,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106061935424805, 0.04375041276216507, -0.03918042778968811, -0.1721893548965454, 0.12447615712881088)","(0.0, 0.1533980816602707, 0.4218447208404541, -0.2684466540813446, 0.0, 0.1533980816602707)","(0.00079345703125, 0.0008544921875, 0.00030517578125, 0.0, -0.00054931640625, 0.000244140625)"
2021/03/21/16:02:39.054460,926,1616310159,43702805,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018546253442764282, -4.106061935424805, 0.043718453496694565, -0.039201732724905014, -0.17223195731639862, 0.12446549534797668)","(0.11504856497049332, -0.03834952041506767, -0.2684466540813446, -0.7669904232025146, -0.882038950920105, 0.03834952041506767)","(0.000244140625, -0.000732421875, -0.00018310546875, -0.00018310546875, -0.0003662109375, 0.00054931640625)"
2021/03/21/16:02:39.074390,927,1616310159,63701997,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018567560240626335, -4.1060404777526855, 0.04375041276216507, -0.03916977345943451, -0.17222130298614502, 0.12446549534797668)","(0.49854376912117004, 0.2684466540813446, 0.575242817401886, 0.0, -0.6519418358802795, 0.03834952041506767)","(-0.00115966796875, 0.00048828125, -0.00018310546875, -0.00018310546875, -0.0003662109375, 0.0010986328125)"
2021/03/21/16:02:39.094261,928,1616310159,83623935,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018556907773017883, -4.106051445007324, 0.04376106709241867, -0.03919107839465141, -0.17221064865589142, 0.12448680400848389)","(0.4218447208404541, -0.03834952041506767, 0.7286409139633179, -0.4218447208404541, -0.5368933081626892, 0.46019425988197327)","(0.0010986328125, -0.000732421875, -0.0001220703125, 0.00140380859375, 0.000244140625, -0.00030517578125)"
2021/03/21/16:02:39.114521,929,1616310159,103682713,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018546253442764282, -4.106029987335205, 0.04373975843191147, -0.039201732724905014, -0.17219999432563782, 0.12446549534797668)","(0.11504856497049332, 0.19174760580062866, 0.3067961633205414, -0.6519418358802795, -0.4218447208404541, -0.07669904083013535)","(-6.103515625e-05, 0.00018310546875, 0.00030517578125, -6.103515625e-05, 0.0010986328125, -0.0006103515625)"
2021/03/21/16:02:39.134260,930,1616310159,123648192,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018524950370192528, -4.106061935424805, 0.043707799166440964, -0.03918042778968811, -0.17219999432563782, 0.12445484846830368)","(-0.23009712994098663, -0.3834952116012573, -0.49854376912117004, -0.23009712994098663, -0.34514567255973816, -0.3067961633205414)","(0.001953125, -0.00103759765625, -0.000244140625, -0.00054931640625, -0.00115966796875, -0.00115966796875)"
2021/03/21/16:02:39.154048,931,1616310159,143702461,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018567560240626335, -4.106051445007324, 0.04369714856147766, -0.03918042778968811, -0.1721680462360382, 0.12446549534797668)","(0.46019425988197327, -0.19174760580062866, -0.6519418358802795, -0.3067961633205414, 0.3834952116012573, 0.07669904083013535)","(-0.00030517578125, 0.00042724609375, 0.0003662109375, 0.00042724609375, 0.0008544921875, 0.00054931640625)"
2021/03/21/16:02:39.174523,932,1616310159,163603534,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018556907773017883, -4.106019020080566, 0.04375041276216507, -0.039148468524217606, -0.1721787005662918, 0.12444419413805008)","(0.4218447208404541, 0.5368933081626892, 0.5368933081626892, 0.49854376912117004, 0.11504856497049332, -0.49854376912117004)","(-0.0006103515625, 0.00018310546875, 0.00030517578125, -0.000732421875, 0.0010986328125, -0.0006103515625)"
2021/03/21/16:02:39.193982,933,1616310159,183573911,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018546253442764282, -4.106029987335205, 0.04375041276216507, -0.039148468524217606, -0.1721680462360382, 0.12446549534797668)","(0.19174760580062866, 0.4218447208404541, 0.49854376912117004, 0.49854376912117004, 0.46019425988197327, 0.07669904083013535)","(-0.00030517578125, 0.00042724609375, -0.00018310546875, -0.00018310546875, -0.00067138671875, -0.0006103515625)"
2021/03/21/16:02:39.213838,934,1616310159,203549922,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018514296039938927, -4.106083393096924, 0.043718453496694565, -0.03915912285447121, -0.17219999432563782, 0.12443354725837708)","(-0.46019425988197327, -0.7286409139633179, -0.23009712994098663, 0.2684466540813446, -0.2684466540813446, -0.7286409139633179)","(0.000244140625, -0.000732421875, -0.00030517578125, 0.0003662109375, 0.0010986328125, 0.00054931640625)"
2021/03/21/16:02:39.234242,935,1616310159,223577223,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018503643572330475, -4.106083393096924, 0.043729107826948166, -0.03915912285447121, -0.1721573919057846, 0.12446549534797668)","(-0.46019425988197327, -0.4218447208404541, 0.1533980816602707, 0.23009712994098663, 0.7669904232025146, 0.0)","(0.000244140625, 0.00128173828125, 0.0008544921875, 0.00146484375, 0.0010986328125, -0.00030517578125)"
2021/03/21/16:02:39.254030,936,1616310159,243653889,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018524950370192528, -4.106029987335205, 0.04373975843191147, -0.03918042778968811, -0.1721893548965454, 0.12444419413805008)","(0.07669904083013535, 0.9203885197639465, 0.3067961633205414, -0.19174760580062866, -0.19174760580062866, -0.49854376912117004)","(0.00048828125, 0.00018310546875, -0.00067138671875, -6.103515625e-05, -0.000244140625, -0.00091552734375)"
2021/03/21/16:02:39.274122,937,1616310159,263675300,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106061935424805, 0.043729107826948166, -0.03915912285447121, -0.17219999432563782, 0.12444419413805008)","(0.23009712994098663, 0.3067961633205414, 0.3067961633205414, 0.23009712994098663, -0.07669904083013535, -0.46019425988197327)","(0.00079345703125, 0.00048828125, 0.0008544921875, -0.00115966796875, -0.00054931640625, 0.0008544921875)"
2021/03/21/16:02:39.294404,938,1616310159,283582705,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01848233863711357, -4.106072902679443, 0.04375041276216507, -0.03918042778968811, -0.1721787005662918, 0.12445484846830368)","(-0.8436894416809082, 0.03834952041506767, 0.6519418358802795, -0.1533980816602707, 0.07669904083013535, -0.11504856497049332)","(0.0013427734375, -0.00140380859375, 0.00030517578125, -0.0001220703125, -0.00091552734375, 0.00054931640625)"
2021/03/21/16:02:39.314368,939,1616310159,303655208,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018514296039938927, -4.106061935424805, 0.043718453496694565, -0.0391378179192543, -0.17219999432563782, 0.12445484846830368)","(0.0, 0.34514567255973816, -0.11504856497049332, 0.6519418358802795, -0.23009712994098663, -0.19174760580062866)","(0.000244140625, 0.000732421875, 0.000244140625, -0.00067138671875, 0.0010986328125, -0.00030517578125)"
2021/03/21/16:02:39.334180,940,1616310159,323695858,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106104373931885, 0.043707799166440964, -0.03915912285447121, -0.17221064865589142, 0.12446549534797668)","(0.46019425988197327, -0.6135923266410828, -0.19174760580062866, 0.3067961633205414, -0.575242817401886, -0.11504856497049332)","(0.000244140625, -0.00018310546875, -0.00030517578125, -0.0001220703125, 0.0013427734375, 0.0008544921875)"
2021/03/21/16:02:39.354061,941,1616310159,343683369,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018514296039938927, -4.106093883514404, 0.043707799166440964, -0.039148468524217606, -0.1721573919057846, 0.12446549534797668)","(0.1533980816602707, -0.3067961633205414, -0.11504856497049332, 0.4218447208404541, 0.6519418358802795, 0.03834952041506767)","(-0.0008544921875, 0.0009765625, 0.00030517578125, 0.00103759765625, 0.00018310546875, -0.00030517578125)"
2021/03/21/16:02:39.374156,942,1616310159,363673444,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01848233863711357, -4.106083393096924, 0.043718453496694565, -0.03916977345943451, -0.1721787005662918, 0.12449745833873749)","(-0.46019425988197327, -0.03834952041506767, 0.03834952041506767, -0.03834952041506767, 0.11504856497049332, 0.6519418358802795)","(-6.103515625e-05, 0.00018310546875, -0.000732421875, 0.00146484375, 0.00054931640625, 0.000244140625)"
2021/03/21/16:02:39.394127,943,1616310159,383695103,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106072902679443, 0.043729107826948166, -0.03916977345943451, -0.1721573919057846, 0.12447615712881088)","(0.34514567255973816, 0.0, 0.19174760580062866, -0.11504856497049332, 0.4218447208404541, 0.1533980816602707)","(-0.0006103515625, 0.00128173828125, -0.00030517578125, -0.00018310546875, -0.00054931640625, -0.00115966796875)"
2021/03/21/16:02:39.414402,944,1616310159,403627277,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01847168616950512, -4.106072902679443, 0.043718453496694565, -0.03918042778968811, -0.1721893548965454, 0.12445484846830368)","(-0.49854376912117004, -0.07669904083013535, -0.03834952041506767, -0.19174760580062866, -0.03834952041506767, -0.1533980816602707)","(0.00189208984375, -0.0015869140625, 0.0003662109375, -0.00067138671875, -0.00128173828125, -0.0006103515625)"
2021/03/21/16:02:39.434653,945,1616310159,423627271,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018514296039938927, -4.1060404777526855, 0.043729107826948166, -0.03916977345943451, -0.17222130298614502, 0.12446549534797668)","(0.3834952116012573, 0.6519418358802795, 0.23009712994098663, -0.11504856497049332, -0.49854376912117004, -0.07669904083013535)","(-0.00146484375, 0.00042724609375, -0.00018310546875, 0.0003662109375, -0.00054931640625, 0.0)"
2021/03/21/16:02:39.454105,946,1616310159,443597116,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106072902679443, 0.043718453496694565, -0.03916977345943451, -0.1721573919057846, 0.12446549534797668)","(0.9970875382423401, -0.11504856497049332, 0.07669904083013535, 0.07669904083013535, 0.6902913451194763, 0.0)","(-6.103515625e-05, 0.00018310546875, 0.0003662109375, 0.00146484375, -0.00091552734375, -0.00115966796875)"
2021/03/21/16:02:39.474319,947,1616310159,463695585,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018492991104722023, -4.106061935424805, 0.043718453496694565, -0.03919107839465141, -0.1721893548965454, 0.12445484846830368)","(0.1533980816602707, 0.03834952041506767, -0.07669904083013535, -0.4218447208404541, 0.11504856497049332, -0.1533980816602707)","(-0.00030517578125, -0.00018310546875, -0.00030517578125, 0.00042724609375, -0.00054931640625, 0.000244140625)"
2021/03/21/16:02:39.494182,948,1616310159,483656731,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01847168616950512, -4.106061935424805, 0.043718453496694565, -0.03918042778968811, -0.1721680462360382, 0.12445484846830368)","(0.07669904083013535, -0.1533980816602707, 0.03834952041506767, -0.2684466540813446, 0.6519418358802795, -0.3067961633205414)","(-0.00030517578125, 0.00042724609375, 0.0008544921875, 0.00201416015625, 0.00054931640625, -6.103515625e-05)"
2021/03/21/16:02:39.514167,949,1616310159,503697831,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01847168616950512, -4.106051445007324, 0.043707799166440964, -0.03918042778968811, -0.17219999432563782, 0.12447615712881088)","(0.1533980816602707, 0.07669904083013535, -0.23009712994098663, -0.2684466540813446, -0.23009712994098663, 0.07669904083013535)","(0.00048828125, -0.00048828125, 0.0003662109375, -0.00018310546875, -0.0018310546875, -6.103515625e-05)"
2021/03/21/16:02:39.534442,950,1616310159,523616740,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01847168616950512, -4.106051445007324, 0.043707799166440964, -0.03916977345943451, -0.17219999432563782, 0.12448680400848389)","(0.1533980816602707, 0.03834952041506767, -0.23009712994098663, 0.0, -0.23009712994098663, 0.49854376912117004)","(0.00079345703125, -0.000732421875, 0.0008544921875, 0.0003662109375, -0.00054931640625, 0.000244140625)"
2021/03/21/16:02:39.554359,951,1616310159,543591618,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018450381234288216, -4.1060404777526855, 0.04373975843191147, -0.03915912285447121, -0.1721787005662918, 0.12447615712881088)","(-0.34514567255973816, -0.11504856497049332, 0.49854376912117004, 0.23009712994098663, 0.23009712994098663, 0.34514567255973816)","(0.00079345703125, -0.000732421875, -0.0001220703125, 0.00140380859375, -0.00054931640625, -0.00030517578125)"
2021/03/21/16:02:39.574230,952,1616310159,563706057,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018461033701896667, -4.106072902679443, 0.043729107826948166, -0.0391378179192543, -0.17221064865589142, 0.12445484846830368)","(-0.19174760580062866, -0.6135923266410828, 0.1533980816602707, 0.4218447208404541, -0.49854376912117004, -0.3067961633205414)","(-0.00201416015625, 0.00042724609375, -0.0001220703125, 0.00042724609375, 0.0013427734375, -0.00030517578125)"
2021/03/21/16:02:39.594392,953,1616310159,583707349,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01848233863711357, -4.106029987335205, 0.04367584362626076, -0.03915912285447121, -0.17221064865589142, 0.12448680400848389)","(0.23009712994098663, 0.3067961633205414, -0.882038950920105, 0.0, -0.34514567255973816, 0.4218447208404541)","(0.00048828125, -0.00103759765625, 0.00030517578125, 0.0009765625, 0.0010986328125, -0.00115966796875)"
2021/03/21/16:02:39.614588,954,1616310159,603703050,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018450381234288216, -4.106061935424805, 0.04368649423122406, -0.0391271635890007, -0.1721680462360382, 0.12446549534797668)","(-0.575242817401886, -0.3834952116012573, -0.6902913451194763, 0.6519418358802795, 0.46019425988197327, -0.03834952041506767)","(-6.103515625e-05, -0.00018310546875, 0.0003662109375, -0.0001220703125, 0.0, 0.0008544921875)"
2021/03/21/16:02:39.634116,955,1616310159,623642653,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01848233863711357, -4.106051445007324, 0.043718453496694565, -0.0391378179192543, -0.1721680462360382, 0.12445484846830368)","(0.34514567255973816, -0.07669904083013535, -0.1533980816602707, 0.1533980816602707, 0.4218447208404541, -0.19174760580062866)","(-0.00030517578125, 0.00042724609375, -0.00018310546875, -0.00054931640625, -0.000244140625, -0.0006103515625)"
2021/03/21/16:02:39.654647,956,1616310159,643692983,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01848233863711357, -4.106061935424805, 0.043718453496694565, -0.03918042778968811, -0.17221064865589142, 0.12446549534797668)","(0.03834952041506767, -0.1533980816602707, 0.11504856497049332, -0.6519418358802795, -0.49854376912117004, -0.03834952041506767)","(0.0010986328125, 0.00018310546875, -0.00018310546875, 0.0008544921875, -0.00115966796875, -0.00030517578125)"
2021/03/21/16:02:39.674268,957,1616310159,663696427,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018461033701896667, -4.106072902679443, 0.043729107826948166, -0.0391378179192543, -0.17222130298614502, 0.12447615712881088)","(-0.4218447208404541, -0.4218447208404541, 0.19174760580062866, 0.23009712994098663, -0.49854376912117004, 0.3067961633205414)","(0.00079345703125, -0.00103759765625, -0.00067138671875, -0.0001220703125, 0.0010986328125, -0.00115966796875)"
2021/03/21/16:02:39.694588,958,1616310159,683661970,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01848233863711357, -4.106051445007324, 0.04373975843191147, -0.03915912285447121, -0.1721893548965454, 0.12446549534797668)","(-0.11504856497049332, 0.03834952041506767, 0.46019425988197327, -0.2684466540813446, 0.07669904083013535, 0.1533980816602707)","(-0.00030517578125, -0.00103759765625, -0.000244140625, 0.00048828125, -0.00054931640625, -0.0006103515625)"
2021/03/21/16:02:39.714398,959,1616310159,703629885,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01848233863711357, -4.106051445007324, 0.043718453496694565, -0.03916977345943451, -0.1721893548965454, 0.12446549534797668)","(-0.11504856497049332, 0.03834952041506767, -0.03834952041506767, -0.3067961633205414, -0.03834952041506767, 0.0)","(-0.0006103515625, 0.00042724609375, 0.00030517578125, -0.000732421875, -0.00079345703125, 0.000244140625)"
2021/03/21/16:02:39.734213,960,1616310159,723618841,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018524950370192528, -4.106051445007324, 0.04367584362626076, -0.03916977345943451, -0.17219999432563782, 0.12444419413805008)","(0.6902913451194763, -0.07669904083013535, -0.882038950920105, -0.3834952116012573, -0.1533980816602707, -0.34514567255973816)","(0.000244140625, -0.00048828125, 0.00030517578125, -6.103515625e-05, 0.00054931640625, 0.00079345703125)"
2021/03/21/16:02:39.754142,961,1616310159,743705894,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018524950370192528, -4.106072902679443, 0.043718453496694565, -0.03915912285447121, -0.1721893548965454, 0.12445484846830368)","(0.6135923266410828, -0.34514567255973816, -0.07669904083013535, 0.0, -0.07669904083013535, -0.11504856497049332)","(-0.00091552734375, 0.00042724609375, -0.00067138671875, -0.00018310546875, -0.00054931640625, 0.0008544921875)"
2021/03/21/16:02:39.774002,962,1616310159,763702366,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01848233863711357, -4.106029987335205, 0.043718453496694565, -0.039148468524217606, -0.17219999432563782, 0.12447615712881088)","(-0.46019425988197327, 0.3834952116012573, 0.07669904083013535, 0.19174760580062866, -0.1533980816602707, 0.1533980816602707)","(0.000244140625, 6.103515625e-05, 0.00140380859375, -6.103515625e-05, -0.0003662109375, -0.00030517578125)"
2021/03/21/16:02:39.794533,963,1616310159,783704776,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018514296039938927, -4.106051445007324, 0.043707799166440964, -0.03916977345943451, -0.17221064865589142, 0.12448680400848389)","(-0.1533980816602707, -0.07669904083013535, -0.3067961633205414, -0.03834952041506767, -0.5368933081626892, 0.2684466540813446)","(0.000244140625, -0.000732421875, -0.000244140625, 0.0003662109375, 0.000244140625, 0.0008544921875)"
2021/03/21/16:02:39.814348,964,1616310159,803642054,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018567560240626335, -4.1060404777526855, 0.043718453496694565, -0.03918042778968811, -0.1721680462360382, 0.12444419413805008)","(0.34514567255973816, -0.3067961633205414, 0.0, -0.11504856497049332, 0.5368933081626892, -0.4218447208404541)","(0.00054931640625, -0.000732421875, 0.000244140625, -0.00018310546875, -0.0003662109375, -0.0006103515625)"
2021/03/21/16:02:39.834358,965,1616310159,823643290,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.1060404777526855, 0.04373975843191147, -0.03922303766012192, -0.17219999432563782, 0.12446549534797668)","(-0.34514567255973816, -0.07669904083013535, 0.4218447208404541, -0.9203885197639465, -0.19174760580062866, 0.07669904083013535)","(-0.00030517578125, 0.00103759765625, 0.0003662109375, -0.00018310546875, 0.0010986328125, 0.0)"
2021/03/21/16:02:39.854158,966,1616310159,843675068,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018546253442764282, -4.1060404777526855, 0.043729107826948166, -0.03916977345943451, -0.1721893548965454, 0.12446549534797668)","(-0.23009712994098663, -0.03834952041506767, 0.07669904083013535, 0.23009712994098663, 0.0, 0.1533980816602707)","(-6.103515625e-05, 0.000732421875, -0.0001220703125, -0.0001220703125, -0.00079345703125, 0.00054931640625)"
2021/03/21/16:02:39.874100,967,1616310159,863684149,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106019020080566, 0.04369714856147766, -0.03922303766012192, -0.17219999432563782, 0.12446549534797668)","(-0.4218447208404541, 0.46019425988197327, -0.34514567255973816, -0.9203885197639465, -0.19174760580062866, -0.11504856497049332)","(0.00054931640625, 0.00128173828125, 0.0003662109375, 0.0009765625, 0.0010986328125, 0.000244140625)"
2021/03/21/16:02:39.894513,968,1616310159,883617015,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018546253442764282, -4.106029987335205, 0.043707799166440964, -0.03918042778968811, -0.17223195731639862, 0.12448680400848389)","(0.3834952116012573, 0.1533980816602707, -0.3067961633205414, 0.0, -0.882038950920105, 0.575242817401886)","(-0.0006103515625, -0.00079345703125, 0.00030517578125, 0.0, 0.00079345703125, 0.00054931640625)"
2021/03/21/16:02:39.914203,969,1616310159,903607438,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106029987335205, 0.04369714856147766, -0.03918042778968811, -0.1721573919057846, 0.12447615712881088)","(-0.11504856497049332, 0.11504856497049332, -0.34514567255973816, 0.03834952041506767, 0.6519418358802795, 0.07669904083013535)","(-6.103515625e-05, 0.00042724609375, -0.00018310546875, -0.00018310546875, -0.00054931640625, 0.00140380859375)"
2021/03/21/16:02:39.934229,970,1616310159,923590767,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018514296039938927, -4.106072902679443, 0.043707799166440964, -0.039201732724905014, -0.17219999432563782, 0.12448680400848389)","(-0.11504856497049332, -0.5368933081626892, -0.1533980816602707, -0.49854376912117004, -0.3067961633205414, 0.4218447208404541)","(-0.0006103515625, 0.00042724609375, -0.00067138671875, -0.00018310546875, -0.00091552734375, -6.103515625e-05)"
2021/03/21/16:02:39.954228,971,1616310159,943650246,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106051445007324, 0.043729107826948166, -0.03918042778968811, -0.17222130298614502, 0.12446549534797668)","(-0.11504856497049332, 0.07669904083013535, 0.3067961633205414, -0.19174760580062866, -0.7669904232025146, -0.03834952041506767)","(0.0010986328125, 0.00018310546875, 0.00140380859375, -0.000732421875, -0.0001220703125, 0.0010986328125)"
2021/03/21/16:02:39.974178,972,1616310159,963633150,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106029987335205, 0.043718453496694565, -0.03921238332986832, -0.1721893548965454, 0.12444419413805008)","(-0.11504856497049332, 0.49854376912117004, -0.03834952041506767, -0.8436894416809082, 0.07669904083013535, -0.6519418358802795)","(-0.00115966796875, -0.00018310546875, -0.00018310546875, -0.000732421875, -0.00091552734375, 0.00054931640625)"
2021/03/21/16:02:39.994542,973,1616310159,983646807,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018546253442764282, -4.106083393096924, 0.04369714856147766, -0.03915912285447121, -0.1721893548965454, 0.12445484846830368)","(0.11504856497049332, -0.46019425988197327, -0.4218447208404541, 0.19174760580062866, 0.0, -0.19174760580062866)","(-6.103515625e-05, -0.00018310546875, 0.0013427734375, -0.00115966796875, -0.00103759765625, 0.00054931640625)"
2021/03/21/16:02:40.013990,974,1616310160,3647359,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106061935424805, 0.043707799166440964, -0.03915912285447121, -0.17219999432563782, 0.12445484846830368)","(-0.2684466540813446, 0.07669904083013535, -0.19174760580062866, 0.3834952116012573, -0.1533980816602707, -0.3067961633205414)","(0.00079345703125, -0.00018310546875, -0.000244140625, -0.0001220703125, 0.00079345703125, -6.103515625e-05)"
2021/03/21/16:02:40.034518,975,1616310160,23535198,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018546253442764282, -4.106061935424805, 0.043729107826948166, -0.03918042778968811, -0.17219999432563782, 0.12445484846830368)","(0.11504856497049332, -0.03834952041506767, 0.34514567255973816, -0.11504856497049332, -0.3067961633205414, -0.1533980816602707)","(0.00079345703125, -0.0003662109375, -0.00079345703125, 0.00201416015625, 0.00030517578125, 0.00054931640625)"
2021/03/21/16:02:40.054427,976,1616310160,43617501,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018524950370192528, -4.106093883514404, 0.043707799166440964, -0.03916977345943451, -0.17219999432563782, 0.12445484846830368)","(-0.5368933081626892, -0.8053399324417114, -0.1533980816602707, 0.07669904083013535, -0.11504856497049332, -0.1533980816602707)","(-6.103515625e-05, -0.00018310546875, 0.00030517578125, 0.0003662109375, 0.00030517578125, 0.000244140625)"
2021/03/21/16:02:40.074208,977,1616310160,63615161,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106083393096924, 0.043707799166440964, -0.03918042778968811, -0.1721787005662918, 0.12446549534797668)","(-0.07669904083013535, -0.3834952116012573, -0.1533980816602707, -0.11504856497049332, 0.34514567255973816, -0.07669904083013535)","(-6.103515625e-05, 0.0009765625, 0.0008544921875, -0.00067138671875, -0.0003662109375, 0.0)"
2021/03/21/16:02:40.094096,978,1616310160,83613187,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.018556907773017883, -4.106072902679443, 0.04369714856147766, -0.03919107839465141, -0.1721680462360382, 0.12447615712881088)","(0.19174760580062866, -0.2684466540813446, -0.49854376912117004, -0.3834952116012573, 0.49854376912117004, 0.11504856497049332)","(-0.00115966796875, -0.00048828125, -0.0001220703125, -0.00018310546875, -0.00054931640625, -0.00030517578125)"
2021/03/21/16:02:40.114594,979,1616310160,103619431,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6']","(0.01853560097515583, -4.106051445007324, 0.043707799166440964, -0.03921238332986832, -0.17219999432563782, 0.12445484846830368)","(-0.23009712994098663, 0.23009712994098663, -0.07669904083013535, -0.6902913451194763, -0.11504856497049332, -0.3067961633205414)","(0.000244140625, -0.00128173828125, -0.00067138671875, -0.00018310546875, -0.00103759765625, -0.00115966796875)"
