time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2021/03/21/17:50:04.123867,1727,1616316604,123562097,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.133756,1728,1616316604,133435010,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.143734,1729,1616316604,143429040,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.153660,1730,1616316604,153459072,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.163733,1731,1616316604,163495063,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.173757,1732,1616316604,173501968,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.183823,1733,1616316604,183497905,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.193915,1734,1616316604,193527936,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.204089,1735,1616316604,203562021,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.214817,1736,1616316604,213618040,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.224794,1737,1616316604,223640918,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.234722,1738,1616316604,233613967,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.244408,1739,1616316604,243642091,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.254483,1740,1616316604,253621101,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.264785,1741,1616316604,263952970,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.274853,1742,1616316604,273637056,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.283633,1743,1616316604,283494949,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.293684,1744,1616316604,293509006,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.303631,1745,1616316604,303446054,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.313825,1746,1616316604,313533067,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.323776,1747,1616316604,323478937,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.334022,1748,1616316604,333511114,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.344112,1749,1616316604,343559980,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.354063,1750,1616316604,353585958,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.364294,1751,1616316604,363835096,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.374723,1752,1616316604,373594045,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.384118,1753,1616316604,383661985,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.393800,1754,1616316604,393455982,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.403706,1755,1616316604,403448104,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.413678,1756,1616316604,413436889,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.423777,1757,1616316604,423548936,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.433711,1758,1616316604,433459997,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.443652,1759,1616316604,443449974,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.453656,1760,1616316604,453444004,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.463576,1761,1616316604,463416099,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.473574,1762,1616316604,473416090,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.483662,1763,1616316604,483439922,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
2021/03/21/17:50:04.493686,1764,1616316604,493469953,,"['joint1', 'joint2', 'joint3', 'joint4', 'joint5', 'joint6', 'joint7', 'joint8']","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",(),()
